"city","mean_ndvi","err"
"Lithgow",6121.42041587902,""
"Little Current",3473.77075098814,""
"Little Rock",5363.93887762229,""
"Liuhe",4148.88071167668,""
"Liuzhou",4206.40190150368,""
"Liverpool1",5792.04741782817,""
"Liverpool2",5226.68884799333,""
"Livingston",6690.39862881145,""
"Livingstone",4273.25988917306,""
"Livny",3357.17381759792,""
"Livorno",5537.7071265082,""
"Ljubljana",5675.25256472887,""
"Lobamba",5697.10279642787,""
"Lobatse",3782.92674571805,""
"Lobito",1616.33722433523,""
"Lobos",5732.22364020419,""
"Lodwar",2343.67439613527,""
"Lodz",4902.35008140497,""
"Loei",5377.2781730347,""
"Logan",3526.59564727771,""
"Logrono",3864.36120215945,""
"Loja",4260.63051354757,""
"Lokoja",3780.50189613812,""
"Lome",4103.4171004277,""
"Lomza",4611.24940112588,""
"Loncoche",6641.48638559508,""
"London1",3876.21547304345,""
"London2",5783.35356159088,""
"Londonderry",5470.29013456131,""
"Londrina",5574.29544684107,""
"Long Beach",2419.64031630512,""
"Long Xuyen",5455.09418263726,""
"Longjiang",3316.69587176109,""
"Longreach",2406.45009881423,""
"Longview1",5638.98244602849,""
"Longview2",5617.34751704075,""
"Longxi",3547.09282480062,""
"Longyan",4782.09352845222,""
"Lop Buri",5811.74563089192,""
"Lorca",0,""
"Loreto",2071.34627329193,""
"Lorica",5788.69031557094,""
"Lorient",5498.26723240567,""
"Los Alamos",0,""
"Los Andes",2884.24599542334,""
"Los Angeles1",3510.45229589377,""
"Los Angeles2",5381.93667781494,""
"Los Blancos",4983.75776397516,""
"Los Lagos",6654.13548528766,""
"Los Mochis",3616.52090508306,""
"Los Teques",4954.40741165343,""
"Lota",3730.11203791685,""
"Louangphrabang",5211.94237982072,""
"Loubomo",4768.19670619236,""
"Louga",2159.3879007466,""
"Louisville",5470.70217556473,""
"Lowell",5763.90534363135,""
"Luan",4342.22183073221,""
"Luanda",1641.79305891516,""
"Luanshya",4480.60941878333,""
"Luau",3331.64208074534,""
"Lubango",3041.05293962331,""
"Lubao",5552.00120772947,""
"Lubbock",2767.29064783036,""
"Lubeck",5237.85575512988,""
"Lublin",4490.87542468114,""
"Lubumbashi",3194.24480623999,""
"Lubutu",6480.03623188406,""
"Lucapa",4900.72101449275,""
"Lucknow",4634.86629325267,""
"Ludhiana",5257.47269096441,""
"Luebo",6055.34575569358,""
"Luena",3183.89516908213,""
"Lufkin",6082.2219018042,""
"Luga",4052.59502690127,""
"Lugano",6026.24455929651,""
"Luganville",6534.55835821599,""
"Luhansk",3504.01020573629,""
"Lujan",5230.17033790797,""
"Lulea",3215.34670118541,""
"Luleburgaz",3522.87312484109,""
"Lumberton",5894.02781795173,""
"Lundazi",4016.60671936759,""
"Luohe",4783.18634949385,""
"Luoyang",4488.90177864548,""
"Lupanshui",5152.82798355794,""
"Lusaka",3658.90030225529,""
"Lusambo",5016.45059288538,""
"Lusanga",6087.83498023715,""
"Luton",5662.98041148707,""
"Lutselke",1330.29291801948,""
"Lutsk",4305.68397634974,""
"Luwuk",4202.27617262184,""
"Luxembourg",5934.39081507576,""
"Luxor",2760.06084724099,""
"Luzern",5640.45551741834,""
"Luzhou",5186.95932775443,""
"Lvov",4658.10369086576,""
"Lynchburg",6279.8569213269,""
"Lyon",5296.5729007359,""
"Lysychansk",3917.51633707644,""
"Maanshan",4121.64840718305,""
"Mabaruma",6832.51280193237,""
"Macae",4091.4777982063,""
"Macapa",4311.57171765494,""
"Macara",4699.01679841897,""
"Macas",5204.44099378882,""
"Macau",3859.2935659476,""
"Maceio",5687.50676219621,""
"Macenta",5378.14979757085,""
"Machakos",5084.43683490423,""
"Machala",2206.67345342412,""
"Macheng",5123.95033533207,""
"Machilipatnam",4303.16248705288,""
"Machiques",5751.92414107632,""
"Macia",4481.26775362319,""
"Mackay",4613.35835804909,""
"Macon",6356.58147216188,""
"Madang",5764.09735868743,""
"Madaoua",2317.9568810636,""
"Madinat ath Thawrah",0,""
"Madison",3992.77562703687,""
"Madisonville",0,""
"Madiun",6177.91688603447,""
"Madrid",3526.88556410313,""
"Madurai",4484.38431654469,""
"Mae Sot",4430.49150731759,""
"Maebashi",0,""
"Mafetang",3140.48909327388,""
"Magadan",1976.04698041737,""
"Magangue",5270.41589640992,""
"Magdagachi",3336.52452389508,""
"Magdalena",6508.87634105026,""
"Magdeburg",4801.73822068913,""
"Magelang",6652.69667842124,""
"Magnitogorsk",2640.57118313121,""
"Magway",3961.76410166605,""
"Mahabad",0,""
"Mahajanga",4761.72689982482,""
"Mahalapye",2550.44405594406,""
"Mahilyow",3637.47801409541,""
"Maiduguri",3150.73312479136,""
"Maintirano",0,""
"Maiquetia",4273.63874274843,""
"Maitland",5243.82848245299,""
"Maizaru",5183.3034232485,""
"Majene",6940.28980162592,""
"Majuro",1833.55,""
"Makale",6551.07287784679,""
"Makarov",3565.81793094617,""
"Makeni",4369.93110923762,""
"Makhachkala",2846.7858155902,""
"Makhambet",1834.8065661047,""
"Makinsk",2366.01919441617,""
"Makiyivka",3603.66294491356,""
"Makkah",827.060810535743,""
"Makokou",4469.09603864734,""
"Makoua",6031.42223749785,""
"Makurdi",3940.11904364938,""
"Malabo",4725.28623188406,""
"Malacca",6380.23336065939,""
"Maladzyechna",3982.60804061246,""
"Malaga",0,""
"Malakal",4595.675696767,""
"Malang",6377.50157255727,""
"Malanje",3802.98557846384,""
"Malargue",2465.02343308865,""
"Malatya",2739.20433857939,""
"Maldonado",4929.80039293865,""
"Male",1466.636996337,""
"Malegaon",3364.12314233706,""
"Malindi",5047.5964660625,""
"Mallawi",4675.06784109907,""
"Malmo",4285.75680411109,""
"Mamou",4454.61584912672,""
"Man",5986.83015677395,""
"Manacapuru",3295.31156145954,""
"Manado",6431.7045689103,""
"Managua",4701.2582360018,""
"Manama",1072.70455817575,""
"Mananjary",3657.28075724942,""
"Manaus",4040.03471226851,""
"Manbij",0,""
"Manchester1",5672.17947356542,""
"Manchester2",5832.92258303078,""
"Mandalay",3962.15944076573,""
"Mandalgovi",1349.67119565217,""
"Mandali",2304.19875776398,""
"Mandera",2800.61122485848,""
"Mandritsara",3495.82608695652,""
"Mandurah",3655.47922742316,""
"Mandya",5552.32104236343,""
"Mangai",6740.13398402839,""
"Mangalore",5651.68797612313,""
"Mango",4029.76679841897,""
"Mangochi",3478.04584073582,""
"Manhattan",4378.75293536387,""
"Manicore",4593.09551584278,""
"Manila",5894.24796327395,""
"Manisa",4440.00019290123,""
"Manizales",5439.41997868332,""
"Manja",4163.24048913044,""
"Manjimup",4957.62002635046,""
"Mankato",3501.00887723936,""
"Mannheim",5009.87414175533,""
"Manokwari",5513.06222460709,""
"Manono",5168.22818669897,""
"Manpo",4457.1185306975,""
"Mansa",4258.6438647343,""
"Mansehra",5204.95286311619,""
"Mansfield",5324.93112209047,""
"Manta",2414.00235482942,""
"Manukau",5309.88574298666,""
"Manyoni",3655.53260869565,""
"Manzanillo1",3526.29505911584,""
"Manzanillo2",5301.35973537031,""
"Manzhouli",1996.84899624942,""
"Mao",1672.07863532349,""
"Maoming",6285.89764764645,""
"Mapai",3767.6847826087,""
"Maputo",3828.57049478413,""
"Maqat",794.812664259028,""
"Mar de Ajo",4282.48844863763,""
"Mar del Plata",5344.39568715194,""
"Maraba",3592.87176954002,""
"Maracaibo",2903.13046497906,""
"Maracaju",5062.35041952708,""
"Maradi",2590.50385486229,""
"Maragheh",0,""
"Marbella",0,""
"Mardan",4369.14436297553,""
"Mardin",0,""
"Maria Elena",869.533385093168,""
"Maribor",5814.38872272701,""
"Maridi",5978.25854037267,""
"Mariental",1601.64778216952,""
"Marietta",6139.67997090194,""
"Mariinsk",3172.89470570837,""
"Marilia",6000.46744838454,""
"Marinette",3408.07974266798,""
"Maringa",5103.34661617155,""
"Marion",4742.7539766702,""
"Mariupol",3064.380406342,""
"Markala",2081.12039585709,""
"Maroantsetra",5537.4996286065,""
"Maroua",3076.5578189926,""
"Marovoay",3651.48457576142,""
"Marquette",3639.12855905098,""
"Marrakesh",2826.16822958016,""
"Marrupa",4624.64284145806,""
"Marsabit",5157.28887959866,""
"Marsala",0,""
"Marseille",4810.01682811282,""
"Martapura",5834.3691507466,""
"Mary",0,""
"Mary borough",5114.30529300567,""
"Maryborough",4418.91800152555,""
"Marzuq",1456.89373669808,""
"Masaka",5626.70240746427,""
"Masan",5063.37480471523,""
"Masasi",4664.97181741539,""
"Mascara",3301.00966876676,""
"Maseru",3729.38388050873,""
"Mashhad",0,""
"Masindi-Port",5647.83116883117,""
"Masjed Soleyman",1352.15178277339,""
"Mason City",3495.20780151526,""
"Massawa",1084.02045090885,""
"Masterton",6453.94806763285,""
"Masvingo",3967.89941751612,""
"Matadi",4687.16528780144,""
"Matagalpa",6461.81357742182,""
"Matagami",2900.73682185547,""
"Matamoros",3684.86125414117,""
"Matanzas",5666.20183207772,""
"Matara",7174.14130225179,""
"Mataram",6203.42212809895,""
"Mataro",5263.65653077892,""
"Matehuala",3216.93056653491,""
"Mathura",4351.12169821335,""
"Mato Grosso",4798.05900621118,""
"Matola",3786.38012822332,""
"Matruh",908.32848857488,""
"Matsue",4437.74204307141,""
"Matsumoto",0,""
